pcode,name,category,LawModifiedDate,LawEffectiveDate,discarded
H0070060,學校型態實驗教育實施條例,"行政,教育部,國民及學前教育目",20180131,,
H0070061,學校設置廚房及辦理午餐補助辦法,"行政,教育部,國民及學前教育目",20141124,,
H0070062,公立高級中等以下學校委託私人辦理實驗教育條例,"行政,教育部,國民及學前教育目",20211222,,
H0070063,學校型態實驗教育實施條例施行細則,"行政,教育部,國民及學前教育目",20181002,,
H0070064,公立高級中等以下學校委託私人辦理實驗教育條例施行細則,"行政,教育部,國民及學前教育目",20231020,,
H0070065,學校型態實驗教育評鑑辦法,"行政,教育部,國民及學前教育目",20181008,,
H0070066,學生輔導法施行細則,"行政,教育部,學生事務及特殊教育目",20231229,,
H0070067,學生轉銜輔導及服務辦法,"行政,教育部,學生事務及特殊教育目",20151208,,
H0070068,幼兒園在職教保員修習幼兒園師資職前教育課程專班學分費補助辦法,"行政,教育部,師資培育及藝術教育目",20230227,,
H0070069,中途學校員額編制準則,"行政,教育部,國民及學前教育目",20210512,,
H0070070,公立國民小學及國民中學變更或停辦準則,"行政,教育部,國民及學前教育目",20231218,,
H0070071,教保服務人員條例,"行政,教育部,國民及學前教育目",20220629,,
H0070072,私立高級中等以下學校及幼兒園個人資料檔案安全維護計畫實施辦法,"行政,教育部,國民及學前教育目",20211208,,
H0070073,偏遠地區學校教育發展條例,"行政,教育部,國民及學前教育目",20171206,,
H0070074,教保服務人員條例施行細則,"行政,教育部,國民及學前教育目",20230227,,
H0070075,幼兒園不適任教保服務人員之通報與資訊蒐集及查詢辦法,"廢止法規,教育部",20230227,,true
H0070076,偏遠地區學校分級及認定標準,"行政,教育部,國民及學前教育目",20210311,,
H0070077,偏遠地區學校教育發展條例施行細則,"行政,教育部,國民及學前教育目",20210129,,
H0070078,高級中等以下學校學生及教保服務機構幼兒團體保險條例,"行政,教育部,國民及學前教育目",20180620,,
H0070079,自願服務偏遠地區學校校長及教師特別獎勵辦法,"行政,教育部,國民及學前教育目",20210630,,
H0070080,偏遠地區國民小學附設幼兒園招收幼兒辦法,"行政,教育部,國民及學前教育目",20180706,,
H0070081,偏遠地區學校專案聘任教師甄選聘任辦法,"行政,教育部,國民及學前教育目",20220527,,
H0070082,職場互助式教保服務實施辦法,"行政,教育部,國民及學前教育目",20230227,,
H0070083,教保服務機構不適任人員認定通報資訊蒐集查詢處理利用及違法事件通報辦法,"行政,教育部,國民及學前教育目",20230227,,
H0070084,公立高級中等以下學校辦理部分班級原住民族實驗教育辦法,"行政,教育部,國民及學前教育目",20200221,,
H0070085,高級中等以下學校及幼兒園客語師資培育資格及聘用辦法,"行政,教育部,師資培育及藝術教育目",20231229,,
H0070086,高級中等以下學校及幼兒園閩南語師資培育及聘用辦法,"行政,教育部,師資培育及藝術教育目",20231130,,
H0070087,教保相關人員違法事件調查處理辦法,"行政,教育部,國民及學前教育目",20230227,,
H0070088,無國籍學生就讀國民小學及國民中學辦法,"行政,教育部,國民及學前教育目",20231218,,
H0070089,公立國民小學及國民中學合聘教師辦法,"行政,教育部,國民及學前教育目",20231218,,
H0070090,國民小學與國民中學混齡教學及混齡編班實施辦法,"行政,教育部,國民及學前教育目",20231218,,
H0070091,公立國民小學及國民中學海外攬才子女專班設立辦法,"行政,教育部,國民及學前教育目",20231218,,
H0070092,公立國民小學及國民中學教師介聘辦法,"行政,教育部,國民及學前教育目",20231218,,
H0070093,教育部主管之高級中等以下學校辦理多元資優教育方案補助及獎勵辦法,"行政,教育部,國民及學前教育目",20231220,,
H0080001,社會教育法,"廢止法規,教育部",20150506,,true
H0080002,補習及進修教育法,"行政,教育部,終身教育目",20170614,,
H0080003,補習教育規程,"廢止法規,教育部",20001020,,true
H0080004,高級進修補習學校學生成績考查辦法,"廢止法規,教育部",19980729,,true
H0080005,函授學校（班）設立辦法,"廢止法規,教育部",19980729,,true
H0080006,國語推行辦法,"廢止法規,教育部",20030212,,true
H0080007,視聽教育實施辦法,"廢止法規,教育部",19981104,,true
H0080008,推行家庭教育辦法,"廢止法規,教育部",20050823,,true
H0080009,各級學校辦理社會教育辦法,"廢止法規,教育部",20151110,,true
H0080010,自學進修國民教育學力鑑定考試辦法,"行政,教育部,終身教育目",20191115,,
H0080011,廣播及電視教育實施辦法,"廢止法規,教育部",19981104,,true
H0080012,社會教育教材、教具及通俗讀物審定辦法,"廢止法規,教育部",20111104,,true
H0080013,各省市公立社會教育館規程,"廢止法規,教育部",19980617,,true
H0080014,各省市立科學館規程,"廢止法規,教育部",19980617,,true
H0080015,各省市公立藝術館規程,"廢止法規,教育部",19980617,,true
H0080016,各省市公立圖書館規程,"廢止法規,教育部",19980617,,true
H0080017,各省市公立博物館規程,"廢止法規,教育部",19980617,,true
H0080018,私立社會教育機構設立及獎勵辦法,"行政,教育部,終身教育目",20150311,,
H0080019,全國美術展覽會舉行辦法,"廢止法規,教育部",20070629,,true
H0080020,國家圖書館辦理出版品國際交換辦法,"廢止法規,教育部",20130717,,true
H0080021,教育部文藝獎設置辦法,"廢止法規,教育部",20110915,,true
H0080022,國家文藝基金設置保管運用辦法,"廢止法規,教育部",19981216,,true
H0080023,國家文藝基金管理委員會設置辦法,"廢止法規,教育部",19981216,,true
H0080024,補習學校結業生資格考驗辦法,"廢止法規,教育部",19990629,,true
H0080025,特殊教育教師登記及專業人員進用辦法,"廢止法規,教育部",19990120,,true
H0080026,演藝事業暨演藝人員輔導管理規則,"廢止法規,教育部",20000630,,true
H0080027,特殊教育法,"行政,教育部,學生事務及特殊教育目",20230621,,
H0080028,短期補習班設立及管理規則,"廢止法規,教育部",19990728,,true
H0080029,國民小學補習學校學生成績考查辦法,"廢止法規,教育部",19980729,,true
H0080030,國民中學補習學校學生成績考查辦法,"廢止法規,教育部",19980729,,true
H0080031,高級中等以下學校特殊教育課程教材教法及評量實施辦法,"行政,教育部,終身教育目",20231207,,
H0080032,特殊教育法施行細則,"行政,教育部,學生事務及特殊教育目",20231220,,
H0080033,民間辦理特殊教育獎助辦法,"行政,教育部,學生事務及特殊教育目",20231004,,
H0080034,特殊教育學校設立變更停辦合併及人員編制標準,"行政,教育部,國民及學前教育目",20231220,20240801,
H0080035,特殊教育學生調整入學年齡及修業年限實施辦法,"行政,教育部,學生事務及特殊教育目",20231214,20240201,
H0080036,臺灣地區公私立公共圖書館輔導辦法,"廢止法規,教育部",20121221,,true
H0080037,國立中正文化中心作業基金收支保管及運用辦法,"廢止法規,教育部",20050623,,true
H0080038,全國出版品國際標準書號及預行編目辦法,"廢止法規,教育部",20130717,,true
H0080039,書目網路合作辦法,"廢止法規,教育部",20130717,,true
H0080040,特殊教育相關專業人員及助理人員遴用辦法,"廢止法規,教育部",20130909,,true
H0080041,短期補習班聘用外國人專任外國語文教師許可及管理辦法,"廢止法規,教育部",20040324,,true
H0080042,教育部審查大陸專業人士來臺參觀訪問暨古物來臺展覽審查標準,"廢止法規,教育部",19990211,,true
H0080043,身心障礙學生及身心障礙人士子女就學費用減免辦法,"行政,教育部,教育通用目",20230908,,
H0080044,國立社會教育機構推展終身教育辦法,"行政,教育部,終身教育目",19990811,,
H0080045,各級主管教育行政機關提供普通學校輔導特殊教育學生支援服務辦法,"廢止法規,教育部",20131015,,true
H0080046,實用技能班結業生資格考驗辦法,"廢止法規,教育部",20171130,,true
H0080047,補習及進修教育法施行細則,"行政,教育部,學生事務及特殊教育目",20021024,,
H0080048,終身學習法,"行政,教育部,終身教育目",20180613,,
H0080049,高級中等學校就讀普通班身心障礙學生安置原則及輔導辦法,"廢止法規,教育部",20160905,,true
H0080050,家庭教育法,"行政,教育部,終身教育目",20190508,,
H0080051,高級中等進修學校收費標準,"行政,教育部,終身教育目",20080307,,
H0080052,非正規教育學習成就認證辦法,"行政,教育部,終身教育目",20201124,,
H0080053,修習非正規教育課程補助辦法,"廢止法規,教育部",20200313,,true
H0080054,終身學習法施行細則,"廢止法規,教育部",20140910,,true
H0080055,媒體製作刊播終身學習節目或內容補助獎勵辦法,"行政,教育部,終身教育目",20141208,,
H0080056,中央政府推動建立員工學習制度獎勵辦法,"行政,教育部,終身教育目",20181016,,
H0080057,家庭教育法施行細則,"行政,教育部,終身教育目",20200623,,
H0080058,電子媒體提供時段頻道播放終身學習節目辦法,"廢止法規,教育部",20140910,,true
H0080059,高級中等以下學校提供家庭教育諮商或輔導辦法,"行政,教育部,終身教育目",20200323,,
H0080060,高級中等進修學校員額編制標準,"行政,教育部,終身教育目",20080310,,
H0080061,身心障礙教育專業團隊設置與實施辦法,"廢止法規,教育部",20130903,,true
H0080062,特殊教育學生獎補助辦法,"行政,教育部,學生事務及特殊教育目",20231004,,
H0080063,特殊教育學生及幼兒申訴服務辦法,"行政,教育部,學生事務及特殊教育目",20231221,20240130,
H0080064,身心障礙學生支持服務辦法,"行政,教育部,學生事務及特殊教育目",20130927,,
H0080065,身心障礙及資賦優異學生鑑定辦法,"行政,教育部,學生事務及特殊教育目",20130902,,
H0080066,家庭教育專業及社會工作相關專業人員資格進用及培訓辦法,"行政,教育部,終身教育目",20221111,,
H0080067,性別平等教育法,"行政,教育部,學生事務及特殊教育目",20230816,20240308,
H0080068,性別平等教育法施行細則,"行政,教育部,學生事務及特殊教育目",20190402,,
H0080069,校園性侵害性騷擾或性霸凌防治準則,"行政,教育部,學生事務及特殊教育目",20191224,,
H0080070,非正規教育課程認可規費收費標準,"行政,教育部,終身教育目",20201230,,
H0080071,短期補習班招收外國人招生及管理辦法,"行政,教育部,終身教育目",20190130,,
H0080072,短期補習班製給個人資料複製本收費標準,"廢止法規,教育部",20130315,,true
H0080073,高級中等進修學校學生成績考查辦法,"廢止法規,教育部",20231115,,true
H0080074,各教育階段身心障礙學生與幼兒轉銜輔導及服務辦法,"行政,教育部,學生事務及特殊教育目",20231219,,
H0080075,身心障礙成人終身學習活動實施辦法,"行政,教育部,終身教育目",20231129,,
H0080076,就讀私立幼兒園社會福利機構之身心障礙幼兒及招收單位獎補助辦法,"行政,教育部,國民及學前教育目",20230923,,
H0080077,國立社教機構作業基金收支保管及運用辦法,"廢止法規,教育部",20190419,,true
H0080078,特殊教育行政支持網絡聯繫及運作辦法,"行政,教育部,學生事務及特殊教育目",20231101,,
H0080079,身心障礙者數位化圖書資源利用辦法,"行政,教育部,終身教育目",20141121,,
H0080080,教育部補助直轄市縣（市）政府辦理身心障礙教育人事及業務經費辦法,"行政,教育部,國民及學前教育目",20231026,,
H0080081,直轄市及縣（市）主管機關辦理特殊教育績效評鑑辦法,"行政,教育部,學生事務及特殊教育目",20231214,,
H0080082,各級學校聘任特殊專才者協助教學辦法,"行政,教育部,學生事務及特殊教育目",20231208,,
H0080083,身心障礙學生考試服務辦法,"行政,教育部,學生事務及特殊教育目",20231031,,
H0080084,特殊教育支持服務及專業團隊運作辦法,"行政,教育部,學生事務及特殊教育目",20231208,,
H0080085,身心障礙學生無法自行上下學交通服務實施辦法,"行政,教育部,學生事務及特殊教育目",20231113,,
H0080086,學生交通車管理辦法,"行政,教育部,終身教育目",20231204,,
H0080087,短期補習班設立及管理準則,"行政,教育部,終身教育目",20210105,,
H0080088,短期補習班個人資料檔案安全維護計畫實施辦法,"行政,教育部,終身教育目",20220122,,
H0080089,空中大學與其系所及附設專科部設立變更停辦辦法,"行政,教育部,終身教育目",20140728,,
H0080090,補助及獎勵社區大學發展辦法,"行政,教育部,終身教育目",20190508,,
H0080091,樂齡學習活動補助與訪視輔導及獎勵辦法,"行政,教育部,終身教育目",20151022,,
H0080092,特殊讀者使用圖書資訊特殊版本徵集轉製提供及技術規範辦法,"行政,教育部,終身教育目",20151207,,
H0080093,圖書館設立及營運標準,"行政,教育部,終身教育目",20210408,,
H0080094,終身學習課程實施及非正規教育課程補助辦法,"行政,教育部,終身教育目",20190528,,
H0080095,學校辦理藝術家及專業藝術團體駐校實施辦法,"行政,教育部,師資培育及藝術教育目",20200628,,
H0080096,閩南語語言能力認證考試規費收費標準,"行政,教育部,終身教育目",20200818,,
H0080097,短期補習班不適任人員認定通報資訊蒐集及查詢處理利用辦法,"行政,教育部,終身教育目",20180205,,
H0080098,社區大學發展條例,"行政,教育部,終身教育目",20180613,,
H0080099,私立兒童課後照顧服務中心個人資料檔案安全維護計畫實施辦法,"行政,教育部,終身教育目",20220122,,
H0080100,教育部所屬機構作業基金設置條例,"行政,教育部,終身教育目",20181128,,
H0080101,全國性教育財團法人會計處理及財務報告編製準則,"行政,教育部,終身教育目",20230223,,
H0080102,全國性教育財團法人工作計畫經費預算工作報告及財務報表編製辦法,"行政,教育部,終身教育目",20190508,,
H0080103,全國性教育財團法人電子資料傳輸辦法,"行政,教育部,終身教育目",20190508,,
H0080104,社區大學學習證書發給準則,"行政,教育部,終身教育目",20190513,,
H0080105,教育部主管政府捐助之財團法人監督辦法,"行政,教育部,終身教育目",20190527,,
H0080106,教育部獎助機關機構學校法人及團體推展家庭教育辦法,"行政,教育部,終身教育目",20191119,,
H0080107,兒童課後照顧服務班與中心不適任人員認定通報資訊蒐集及查詢處理利用辦法,"行政,教育部,終身教育目",20200114,,
H0090001,蒙藏學生升學優待辦法,"行政,教育部,教育通用目",20150129,,
H0100001,僑生回國就學及輔導辦法,"行政,教育部,國際及兩岸事務目",20231005,,
H0100002,專科以上學校僑生假期課業補習班辦法,"廢止法規,教育部",20061120,,true
H0100003,高級中等以上學校僑生中華文化獎學金設置辦法,"廢止法規,教育部",20030415,,true
H0100004,僑生輔導實施綱要,"廢止法規,教育部",20061127,,true
H0100005,外國僑民學校聘僱外國教師許可及管理辦法,"廢止法規,教育部",20040407,,true
H0100006,海外臺灣學校設立及輔導辦法,"行政,教育部,國際及兩岸事務目",20220721,,
H0110001,外國學生來臺就學辦法,"行政,教育部,國際及兩岸事務目",20230918,,
H0110002,旅居國外學人專家回國講學辦法,"廢止法規,教育部",19961231,,true
H0110003,專科以上學校教師出國講學研究或進修辦法,"廢止法規,教育部",19971230,,true
H0110004,國內學校與外國學校建立合作關係實施辦法,"廢止法規,教育部",19970730,,true
H0110005,藝術科目成績優異學生出國進修辦法,"廢止法規,教育部",19940912,,true
H0110006,外國留學生工作許可及聘僱管理辦法,"廢止法規,教育部",20040407,,true
H0110007,教育部補助留學生就學貸款辦法,"行政,教育部,國際及兩岸事務目",20230810,,
H0110008,海外臺灣學校及大陸地區臺商學校個人資料檔案安全維護計畫實施辦法,"行政,教育部,國際及兩岸事務目",20211105,,
H0110009,教育部獎助出國攻讀碩士博士學位及從事博士後研究甄（選）試收費標準,"行政,教育部,國際及兩岸事務目",20181123,,
H0110010,教育部對外華語教學能力認證考試規費收費標準,"行政,教育部,國際及兩岸事務目",20190117,,
H0120001,國民體育法,"行政,教育部,體育目",20220119,,
H0120002,各級運動會舉行辦法,"廢止法規,行政院體育委員會",20100628,,true
H0120003,公私立中等以上學校患病學生體育成績考核辦法,"廢止法規,教育部",20110208,,true
H0120004,中等以上學校運動成績優良學生升學輔導辦法,"行政,教育部,體育目",20220127,,
H0120005,高爾夫球場管理規則,"行政,教育部,體育目",19990825,,
H0120006,國民體育法施行細則,"行政,教育部,體育目",20230111,,
H0120007,高級中等以下學校及專科學校五年制前三年體育實施辦法,"行政,教育部,體育目",20180522,,
H0120008,行政院體育委員會會議規則,"廢止法規,行政院體育委員會",20121230,,true
H0120009,登山嚮導員授證辦法,"廢止法規,行政院體育委員會",20120222,,true
H0120010,體育財團法人設立許可及監督準則,"廢止法規,行政院體育委員會",20020416,,true
H0120011,全國運動會舉辦準則,"行政,教育部,體育目",20201113,,
H0120012,全民運動會舉辦準則,"行政,教育部,體育目",20210217,,
H0120013,國民體適能檢測實施辦法,"行政,教育部,體育目",20231120,20240801,
H0120014,績優身心障礙運動選手及其有功教練獎勵辦法,"行政,教育部,體育目",20200529,,
H0120015,專任運動教練輔導及管理辦法,"行政,教育部,體育目",20200628,,
H0120016,全國性體育團體經費補助辦法,"行政,教育部,體育目",20231228,20240101,
H0120017,運動禁藥管制辦法,"行政,教育部,體育目",20210227,,
H0120018,運動科學研究發展及人才培育獎勵辦法,"行政,教育部,體育目",20180720,,
H0120019,全國大專校院運動會舉辦準則,"行政,教育部,體育目",20230131,,
H0120020,國際體育交流活動推動及補助辦法,"行政,教育部,體育目",20180411,,
H0120021,各種運動賽會參賽選手重疊問題處理辦法,"行政,教育部,體育目",20180525,,
H0120022,國光體育獎章及獎助學金頒發辦法,"行政,教育部,體育目",20201006,,
H0120023,國家代表隊培訓選手及隊職員因培訓或參賽致短期失能身心障礙或死亡發給慰問金辦法,"行政,教育部,體育目",20180518,,
H0120024,國民體適能指導員資格檢定辦法,"行政,教育部,體育目",20210315,,
H0120025,臺灣地區體育人員加入大陸地區體育團體為成員或擔任職務許可辦法,"廢止法規,行政院體育委員會",20040228,,true
H0120026,運動防護員資格檢定辦法,"行政,教育部,體育目",20210209,,
H0120027,教育部主管學校運動設施設置開放管理及補助辦法,"行政,教育部,體育目",20180525,,
H0120028,體育業務公益信託許可及監督辦法,"廢止法規,教育部",20151207,,true
H0120029,特定體育團體輔導訪視及考核辦法,"行政,教育部,體育目",20180720,,
H0120030,機關機構學校法人及團體推展員工體育休閒活動獎勵辦法,"行政,教育部,體育目",20180409,,
H0120031,績優運動選手就業輔導辦法,"行政,教育部,體育目",20200928,,
H0120032,全國性亞奧運運動競賽種類團體經費補助及輔導考核辦法,"廢止法規,行政院體育委員會",20090413,,true
H0120033,體育運動精英獎獎勵辦法,"行政,教育部,體育目",20201007,,
H0120034,國家代表隊教練與選手選拔培訓及參賽處理辦法,"行政,教育部,體育目",20220629,,
H0120035,各級學校專任運動教練資格審定辦法,"行政,教育部,體育目",20220919,,
H0120036,各級學校專任運動教練聘任管理辦法,"行政,教育部,體育目",20220718,,
H0120037,各級學校專任運動教練資格審定規費收費標準,"行政,教育部,體育目",20220601,,
H0120038,行政院體育委員會專業獎章頒給辦法,"廢止法規,教育部",20130711,,true
H0120039,全國大專院校運動會舉辦準則,"廢止法規,行政院體育委員會",20000718,,true
H0120040,全國中等學校運動會舉辦準則,"行政,教育部,體育目",20230207,,
H0120041,全國身心障礙國民運動會舉辦準則,"行政,教育部,體育目",20210330,,
H0120042,全國原住民族運動會舉辦準則,"行政,教育部,體育目",20210330,,
H0120044,射擊運動槍枝彈藥管理辦法,"行政,教育部,體育目",20231006,,
H0120045,行政院體育委員會提供政府資訊收費標準,"廢止法規,行政院體育委員會",20121230,,true
H0120046,民間參與運動設施接管營運辦法,"廢止法規,教育部",20210409,,true
H0120047,有功教練獎勵辦法,"行政,教育部,體育目",20200529,,
H0120048,各級學校專任運動教練績效評量組織及審議準則,"行政,教育部,體育目",20180416,,
H0120049,行政院體育委員會國家體育場管理處辦事細則,"廢止法規,行政院體育委員會",20110818,,true
H0120050,運動彩券發行條例,"行政,教育部,體育目",20220615,,
H0120051,行政院體育委員會國家體育場規費收費標準,"廢止法規,行政院體育委員會",20101207,,true
H0120052,運動發展基金收支保管及運用辦法,"行政,教育部,體育目",20201223,,
H0120053,運動彩券管理辦法,"行政,教育部,體育目",20150727,,
H0120054,救生員資格檢定辦法,"行政,教育部,體育目",20201007,,
H0120055,行政院體育委員會國家體育場場地設施設備規費收費標準,"廢止法規,行政院體育委員會",20110602,,true
H0120056,運動產業發展條例,"行政,教育部,體育目",20240103,,
H0120057,運動彩券經銷商體育運動專業知識認定標準,"行政,教育部,體育目",20230414,,
H0120058,山域嚮導資格檢定辦法,"行政,教育部,體育目",20220215,,
H0120059,運動產業輔導獎助辦法,"行政,教育部,體育目",20230223,,
H0120060,學生參與觀賞運動競技或表演補助辦法,"行政,教育部,體育目",20181023,,
H0120061,補助運動事業引進關鍵技術及發展國際或自有品牌辦法,"行政,教育部,體育目",20181224,,
H0120062,地方政府招商舉辦運動賽事或經營地方運動場館獎勵辦法,"廢止法規,教育部",20180314,,true
H0120063,優良運動產業及其從業人員表揚辦法,"廢止法規,教育部",20180314,,true
H0120064,重點國際運動賽事擇定及協助作業辦法,"行政,教育部,體育目",20180710,,
H0120065,運動產業公有資產利用辦法,"行政,教育部,體育目",20180925,,
H0120066,運動場館重大投資案件認定辦法,"廢止法規,教育部",20190416,,true
H0120067,大型運動設施範圍標準,"行政,教育部,體育目",20181120,,
H0120068,體育團體舉辦運動賽事或活動免徵營業稅認定辦法,"行政,教育部,體育目",20210922,,
H0120069,運動事業或營利事業聘用績優運動選手補助辦法,"行政,教育部,體育目",20190117,,
H0120070,營利事業捐贈體育運動發展事項費用列支實施辦法,"行政,教育部,體育目",20210930,,
H0120071,高級中等以下學校體育班設立辦法,"行政,教育部,體育目",20210302,,
H0120072,無動力飛行運動專業人員資格檢定辦法,"行政,教育部,體育目",20220208,,
H0120073,優秀運動選手培養辦法,"行政,教育部,體育目",20210730,,
H0120074,無動力飛行運動業輔導辦法,"廢止法規,教育部",20221104,,true
H0120075,國家運動訓練中心績效評鑑辦法,"行政,教育部,體育目",20141227,,
H0120076,國家運動訓練中心董事監事利益迴避範圍及違反處置準則,"行政,教育部,體育目",20141229,,
H0120077,運動彩券業個人資料檔案安全維護計畫實施辦法,"行政,教育部,體育目",20211108,,
H0120078,運動彩券內部控制及稽核制度實施辦法,"行政,教育部,體育目",20150930,,
H0120079,教育部委託或輔導補助民間機構訂定運動產業人才職能基準辦法,"行政,教育部,體育目",20181128,,
H0120080,公共運動設施設置及管理辦法,"行政,教育部,體育目",20180521,,
H0120081,特定體育團體建立運動裁判資格檢定及管理辦法,"行政,教育部,體育目",20220110,,
H0120082,特定體育團體建立運動教練資格檢定及管理辦法,"行政,教育部,體育目",20230331,,
H0120083,溯溪活動及其經營管理辦法,"廢止法規,教育部",20200406,,true
H0120084,高空彈跳活動及其經營管理辦法,"行政,教育部,體育目",20210217,,
H0120085,運動產業園區輔導補助及獎勵辦法,"行政,教育部,體育目",20181024,,
H0120086,各級政府及公營事業投資職業運動事業之規範及獎勵辦法,"廢止法規,教育部",20220601,,true
H0120087,特定體育團體組織及運作管理辦法,"行政,教育部,體育目",20190104,,
H0120088,個人捐贈運動員專戶與所得稅列舉扣除實施辦法,"行政,教育部,體育目",20190108,,
H0120089,體育紛爭仲裁辦法,"行政,教育部,體育目",20190604,,
H0120090,營利事業捐贈職業或業餘運動業與重點運動賽事專戶及捐贈費用加成減除實施辦法,"行政,教育部,體育目",20220512,,
H0120091,教育部及所屬機關（構）學校具公務員身分之國家代表隊運動選手商業代言辦法,"行政,教育部,體育目",20220708,,
H0120092,無動力飛行運動及其經營管理辦法,"行政,教育部,體育目",20221020,,
H0120093,國家運動科學中心績效評鑑辦法,"行政,教育部,體育目",20230731,,
H0120094,國家運動科學中心公有財產管理使用收益辦法,"行政,教育部,體育目",20230731,,
H0120095,國家運動科學中心董事長與董事及監事遴聘辦法,"行政,教育部,體育目",20230731,,
H0120096,國家運動科學中心董事監事及執行長違反利益迴避處置準則,"行政,教育部,體育目",20230731,,
H0130001,中等以上學校導師制實施辦法,"廢止法規,教育部",20031016,,true
H0130002,高中以上學校新生入學訓練實施辦法,"廢止法規,教育部",19960424,,true
H0130003,三民主義學術研究基金設置保管運用辦法,"廢止法規,教育部",19940912,,true
H0130004,中途學校教育實施辦法,"行政,教育部,學生事務及特殊教育目",20231003,,
H0130005,少年矯正學校教育實施事項督導辦法,"行政,教育部,國民及學前教育目",20141226,,
H0140001,高級中等以上學校學生軍訓實施辦法,"廢止法規,教育部",20201020,,true
H0140002,高級中等以上學校無軍籍女性軍訓教官任用退休辦法,"行政,教育部,學生事務及特殊教育目",20181221,,
H0140003,公私立大專院校軍訓組員甄選任用辦法,"廢止法規,教育部",19990629,,true
H0140004,高級中等以上學校軍訓人員獎懲實施辦法,"廢止法規,教育部",20130410,,true
H0140005,高級中等以上學校學生軍訓成績考查辦法,"廢止法規,教育部",20030313,,true
H0140006,高級中等以上學校學生免修軍訓處理辦法,"廢止法規,教育部",20030313,,true
H0140007,大專學生集訓實施辦法,"廢止法規,教育部",20050615,,true
H0140008,教育部海外青年講習會講習實施辦法,"廢止法規,教育部",20020813,,true
H0140009,大專院校預備軍官初選委員會組織規程,"廢止法規,教育部",20090729,,true
H0140010,學校軍訓教育武器彈藥管理辦法,"廢止法規,教育部",20200828,,true
H0140011,高級中等以上學校聘用兼課、代課軍訓教官及護理教師實施辦法,"行政,教育部,學生事務及特殊教育目",19990629,,
H0140012,大學儲備軍官訓練團選訓服役實施辦法,"行政,國防部,兵役目",20211101,,
H0140013,高級中等以上學校軍訓教官資格遴選介派遷調辦法,"廢止法規,教育部",20150727,,true
H0140014,高級中等以上學校護理教師介聘及分發為健康與護理科教師辦法,"行政,教育部,學生事務及特殊教育目",20200628,,
H0140015,軍訓課程折算役期實施辦法,"行政,教育部,學生事務及特殊教育目",20130918,,
H0140016,各級學校全民國防教育課程內容及實施辦法,"行政,教育部,學生事務及特殊教育目",20200622,,
H0140017,全民國防教育軍事訓練課程折減常備兵役現役役期與軍事訓練期間實施辦法,"行政,教育部,學生事務及特殊教育目",20240125,,
H0140018,專科學校軍訓教官編制員額資格遴選辦法,"行政,教育部,學生事務及特殊教育目",20200628,,
H0150001,公立高級中等以下學校校長成績考核辦法,"行政,教育部,國民及學前教育目",20230921,,
H0150002,公立高級中等以下學校教師成績考核辦法,"行政,教育部,國民及學前教育目",20230921,,
H0150003,中等學校及國民小學教員學術研究獎勵辦法,"廢止法規,教育部",19970820,,true
H0150004,學校教職員退休條例,"廢止法規,教育部",20190424,,true
H0150005,學校教職員退休條例施行細則,"廢止法規,教育部",20191209,,true
H0150006,學校教職員撫卹條例,"廢止法規,教育部",20190424,,true
H0150007,學校教職員撫卹條例施行細則,"廢止法規,教育部",20191209,,true
H0150008,各級教育行政機關學校教育團體慶祝孔子誕辰及教師節辦法,"廢止法規,教育部",19970115,,true
H0150009,國立中國醫藥研究所研究人員遴用規則,"廢止法規,教育部",19981125,,true
H0150010,國立編譯館聘用人員遴聘辦法,"廢止法規,教育部",19961023,,true
H0150011,國立中央圖書館聘任人員遴聘辦法,"廢止法規,教育部",19961230,,true
H0150012,公立學校教職員敘薪辦法,"行政,教育部,人事目",20041222,,
H0150013,私立學校教職員保險條例,"廢止法規,銓敘部",19990529,,true
H0150014,私立學校教職員保險條例施行細則,"廢止法規,教育部",20000427,,true
H0150015,私立學校教職員保險業務審議小組設置辦法,"廢止法規,教育部",19980819,,true
H0150016,公立大專校院稀少性科技人員遴用資格辦法,"行政,教育部,人事目",20070621,,
H0150017,教育人員任用條例,"行政,教育部,人事目",20140122,,
H0150018,教育人員任用條例施行細則,"行政,教育部,人事目",20190801,,
H0150019,私立學校教職員眷屬疾病保險辦法,"廢止法規,銓敘部",19950609,,true
H0150020,現職公立學校職員改任換敘辦法,"考試,銓敘部,任用目",19950522,,
H0150021,高級中等以下學校及幼稚園教師資格檢定及教育實習辦法,"廢止法規,教育部",20030827,,true
H0150022,大學研究人員聘任辦法,"行政,教育部,人事目",20180917,,
H0150023,大學聘任專業技術人員擔任教學辦法,"行政,教育部,人事目",20180917,,
H0150024,高級中等以下學校兼任代課及代理教師聘任辦法,"行政,教育部,國民及學前教育目",20230619,,
H0150025,專科以上學校及學術研究機構聘僱外國教師與研究人員許可及管理辦法,"廢止法規,教育部",20090513,,true
H0150026,高級中等以上學校護理教師資格遴選派任遷調辦法,"行政,教育部,學生事務及特殊教育目",20141225,,
H0150027,支領月退休給與之公立學校教職員赴大陸地區長期居住改領停領及恢復退休給與處理辦法,"行政,教育部,人事目",20140217,,
H0150028,原住民重點學校及原住民教育班教師主任校長聘任遴選辦法,"行政,教育部,人事目",20200309,,
H0150029,教育專業人員獎懲標準,"廢止法規,教育部",20060106,,true
H0150030,教師請假規則,"行政,教育部,人事目",20220615,,
H0150031,各級學校專任運動教練職務等級標準,"廢止法規,教育部",20080515,,true
